iata,Year,Month,average_delay,volumne,airport,city,state,lat,long
ICT,2000,11,-7.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
IND,2000,11,10.6666666667,3,Indianapolis International,Indianapolis,IN,39.71732917,-86.29438417
ISP,2000,11,46.0,2,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAX,2000,11,0.0,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2000,11,-13.0,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2000,11,12.05,20,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2000,11,5.45,20,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2000,11,25.0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,2000,11,38.0,5,LaGuardia,New York,NY,40.77724306,-73.87260917
MCI,2000,11,16.5555555556,9,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2000,11,14.2727272727,11,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2000,11,3.0,2,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2000,11,-1.0,1,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2000,11,50.3333333333,6,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,2000,11,-6.75,4,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2000,11,16.0,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MLB,2000,11,48.0,1,Melbourne International ,Melbourne,FL,28.10275,-80.64580556
MOB,2000,11,6.0,2,Mobile Regional,Mobile,AL,30.69141667,-88.24283333
MSP,2000,11,0.3,10,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2000,11,3.5,2,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2000,11,6.375,8,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2000,11,69.6666666667,3,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
ONT,2000,11,11.6666666667,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2000,11,2.33333333333,24,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
PBI,2000,11,-2.0,1,Palm Beach International,West Palm Beach,FL,26.68316194,-80.09559417
PDX,2000,11,23.8,5,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2000,11,-3.57142857143,14,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2000,11,11.3846153846,13,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2000,11,11.6666666667,9,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PVD,2000,11,3.5,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RAP,2000,11,-10.0,1,Rapid City Regional,Rapid City,SD,44.04532139,-103.0573708
RDU,2000,11,-4.5,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2000,11,0.0,1,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2000,11,50.5,2,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RSW,2000,11,3.0,3,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2000,11,8.0,3,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2000,11,19.0,3,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,2000,11,2.0,1,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2000,11,20.125,8,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2000,11,-4.75,8,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2000,11,-3.0,5,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2000,11,10.5,6,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2000,11,16.25,4,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
STL,2000,11,-2.09090909091,11,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
SYR,2000,11,5.5,2,Syracuse-Hancock Intl,Syracuse,NY,43.11118694,-76.10631056
TLH,2000,11,1.0,1,Tallahassee Regional,Tallahassee,FL,30.39652778,-84.35033333
TPA,2000,11,11.5,2,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2000,11,-0.75,4,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2000,11,8.0,3,Tucson International,Tucson,AZ,32.11608333,-110.9410278
VPS,2000,11,-11.0,1,Eglin Air Force Base,Valparaiso,FL,30.48325,-86.5254
ABE,2001,11,26.0,1,Lehigh Valley International,Allentown,PA,40.65236278,-75.44040167
ABQ,2001,11,-23.0,1,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ALB,2001,11,14.5,2,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2001,11,-1.5625,16,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2001,11,2.25,4,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2001,11,65.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2001,11,-2.33333333333,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BMI,2001,11,3.66666666667,3,Central Illinois Regional,Bloomington,IL,40.47798556,-88.91595278
BNA,2001,11,-2.0,5,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2001,11,-6.0,3,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2001,11,-8.58333333333,12,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BUF,2001,11,16.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BWI,2001,11,-4.66666666667,3,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHS,2001,11,-13.0,1,Charleston AFB/International,Charleston,SC,32.89864639,-80.04050583
CLE,2001,11,1.5,4,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2001,11,0.75,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2001,11,-7.5,2,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
CVG,2001,11,-2.25,8,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,2001,11,19.0,1,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,2001,11,-0.5,4,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2001,11,-3.5,2,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DEN,2001,11,-0.875,8,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2001,11,-3.19230769231,26,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DLH,2001,11,-2.0,1,Duluth International,Duluth,MN,46.84209028,-92.19364861
DSM,2001,11,3.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2001,11,1.11111111111,9,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
ELP,2001,11,9.0,1,El Paso International,El Paso,TX,31.80666667,-106.3778056
EWR,2001,11,-5.71428571429,7,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2001,11,7.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GEG,2001,11,28.0,1,Spokane Intl,Spokane,WA,47.61985556,-117.5338425
GRR,2001,11,7.0,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GTF,2001,11,59.0,1,Great Falls Intl,Great Falls,MT,47.48200194,-111.3706853
HOU,2001,11,-5.33333333333,6,William P Hobby,Houston,TX,29.64541861,-95.27888889
HPN,2001,11,-10.0,1,Westchester Cty,White Plains,NY,41.06695778,-73.70757444
IAD,2001,11,-6.33333333333,3,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2001,11,-8.64285714286,14,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ISP,2001,11,6.5,2,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAN,2001,11,-6.0,1,Jackson International,Jackson,MS,32.31116667,-90.07588889
JAX,2001,11,19.0,1,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2001,11,-7.0,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2001,11,2.45454545455,11,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2001,11,41.75,8,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2001,11,-4.0,1,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LEX,2001,11,11.0,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889
LGA,2001,11,4.57142857143,7,LaGuardia,New York,NY,40.77724306,-73.87260917
MCI,2001,11,-4.0,4,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2001,11,-0.833333333333,6,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDW,2001,11,6.8,5,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2001,11,-6.5,6,Memphis International,Memphis,TN,35.04241667,-89.97666667
MIA,2001,11,-1.28571428571,7,Miami International,Miami,FL,25.79325,-80.29055556
MOT,2001,11,-14.0,1,Minot International,Minot,ND,48.25937778,-101.2803339
MRY,2001,11,21.0,1,Monterey Peninsula,Monterey,CA,36.5869825,-121.8429478
MSN,2001,11,-6.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2001,11,-1.81818181818,11,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2001,11,0.5,6,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2001,11,-1.83333333333,6,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2001,11,-5.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2001,11,29.0,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2001,11,4.0,6,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2001,11,4.97058823529,34,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2001,11,-10.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PDX,2001,11,-1.66666666667,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2001,11,10.6,5,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2001,11,2.0,17,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2001,11,44.6666666667,9,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2001,11,-3.0,2,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,2001,11,-1.5,2,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
PWM,2001,11,2.0,1,Portland International Jetport,Portland,ME,43.64616667,-70.30875
RDU,2001,11,-4.6,5,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2001,11,-0.5,2,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2001,11,123.0,1,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RST,2001,11,56.0,1,Rochester International,Rochester,MN,43.90882639,-92.49798722
SAN,2001,11,7.5,6,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2001,11,9.5,4,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SEA,2001,11,5.85714285714,7,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2001,11,1.6,5,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2001,11,13.5,2,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2001,11,-11.0,7,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2001,11,-2.33333333333,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
SNA,2001,11,-4.0,3,John Wayne /Orange Co,Santa Ana,CA,33.67565861,-117.8682225
SRQ,2001,11,6.0,1,Sarasota Bradenton International,Sarasota,FL,27.39533333,-82.55411111
STL,2001,11,12.7333333333,15,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,2001,11,-15.75,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUL,2001,11,1.75,4,Tulsa International,Tulsa,OK,36.19837222,-95.88824167
TUS,2001,11,10.5,2,Tucson International,Tucson,AZ,32.11608333,-110.9410278
TYS,2001,11,-21.0,1,McGhee-Tyson,Knoxville,TN,35.81248722,-83.99285583
ABQ,2002,11,6.5,2,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
ATL,2002,11,3.94117647059,17,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2002,11,-4.0,4,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2002,11,-26.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BNA,2002,11,-3.22222222222,9,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOS,2002,11,3.66666666667,9,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2002,11,5.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2002,11,-26.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BWI,2002,11,-9.83333333333,6,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CLE,2002,11,-6.0,4,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2002,11,-2.0,9,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2002,11,-7.2,5,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COS,2002,11,-3.33333333333,3,City of Colorado Springs Muni,Colorado Springs,CO,38.80580556,-104.70025
CVG,2002,11,34.5,4,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAL,2002,11,11.5,2,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DCA,2002,11,-9.25,8,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2002,11,-5.16666666667,6,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2002,11,4.35714285714,14,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DSM,2002,11,6.0,1,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,2002,11,-3.9375,16,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EWR,2002,11,7.0,8,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FAR,2002,11,46.0,1,Hector International,Fargo,ND,46.91934889,-96.81498889
FAT,2002,11,-9.0,1,Fresno Yosemite International,Fresno,CA,36.77619444,-119.7181389
FLL,2002,11,9.0,4,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
GRR,2002,11,49.0,1,Kent County International,Grand Rapids,MI,42.88081972,-85.52276778
GSO,2002,11,-6.5,2,Piedmont Triad International,Greensboro,NC,36.09774694,-79.9372975
GSP,2002,11,-13.0,1,Greenville-Spartanburg,Greer,SC,34.89566722,-82.21885833
HOU,2002,11,1.75,4,William P Hobby,Houston,TX,29.64541861,-95.27888889
IAD,2002,11,6.0,2,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972
IAH,2002,11,4.85714285714,7,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222
ICT,2002,11,4.0,1,Wichita Mid-Continent,Wichita,KS,37.64995889,-97.43304583
ISP,2002,11,62.5,2,Long Island - MacArthur,Islip,NY,40.7952425,-73.10021194
JAX,2002,11,-6.0,2,Jacksonville International,Jacksonville,FL,30.49405556,-81.68786111
JFK,2002,11,-11.0,2,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556
LAS,2002,11,-1.91666666667,12,McCarran International,Las Vegas,NV,36.08036111,-115.1523333
LAX,2002,11,-0.894736842105,19,Los Angeles International,Los Angeles,CA,33.94253611,-118.4080744
LBB,2002,11,-8.0,2,Lubbock International,Lubbock,TX,33.66363889,-101.8227778
LGA,2002,11,-13.6,10,LaGuardia,New York,NY,40.77724306,-73.87260917
LIT,2002,11,99.0,1,Adams ,Little Rock,AR,34.72939611,-92.22424556
LRD,2002,11,3.0,1,Laredo International,Laredo,TX,27.54373861,-99.46154361
MCI,2002,11,-5.625,8,Kansas City International,Kansas City,MO,39.29760528,-94.71390556
MCO,2002,11,5.25,4,Orlando International,Orlando,FL,28.42888889,-81.31602778
MDT,2002,11,-22.0,1,Harrisburg Intl,Harrisburg,PA,40.19349528,-76.76340361
MDW,2002,11,-15.75,4,Chicago Midway,Chicago,IL,41.7859825,-87.75242444
MEM,2002,11,6.0,4,Memphis International,Memphis,TN,35.04241667,-89.97666667
MHT,2002,11,-5.0,1,Manchester,Manchester,NH,42.93451639,-71.43705583
MIA,2002,11,8.0,8,Miami International,Miami,FL,25.79325,-80.29055556
MKE,2002,11,5.5,2,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333
MSN,2002,11,2.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361
MSP,2002,11,-7.21739130435,23,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225
MSY,2002,11,-7.66666666667,3,New Orleans International ,New Orleans,LA,29.99338889,-90.25802778
OAK,2002,11,12.5714285714,7,Metropolitan Oakland International,Oakland,CA,37.72129083,-122.2207167
OKC,2002,11,0.0,1,Will Rogers World,Oklahoma City,OK,35.39308833,-97.60073389
OMA,2002,11,-10.0,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306
ONT,2002,11,9.0,3,Ontario International,Ontario,CA,34.056,-117.6011944
ORD,2002,11,8.13793103448,29,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417
ORF,2002,11,0.0,1,Norfolk International,Norfolk,VA,36.89461111,-76.20122222
PDX,2002,11,6.33333333333,3,Portland Intl,Portland,OR,45.58872222,-122.5975
PHL,2002,11,9.66666666667,6,Philadelphia Intl,Philadelphia,PA,39.87195278,-75.24114083
PHX,2002,11,1.66666666667,21,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.0080556
PIT,2002,11,-8.57142857143,7,Pittsburgh International,Pittsburgh,PA,40.49146583,-80.23287083
PNS,2002,11,-16.0,1,Pensacola Regional,Pensacola,FL,30.47330556,-87.18744444
PVD,2002,11,50.0,1,Theodore F Green State,Providence,RI,41.72399917,-71.42822111
RDU,2002,11,1.0,2,Raleigh-Durham International,Raleigh,NC,35.87763889,-78.78747222
RIC,2002,11,0.333333333333,3,Richmond International,Richmond,VA,37.50516667,-77.31966667
RNO,2002,11,-3.75,4,Reno/Tahoe International,Reno,NV,39.49857611,-119.7680647
RSW,2002,11,-10.0,1,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667
SAN,2002,11,-6.0,2,San Diego International-Lindbergh ,San Diego,CA,32.73355611,-117.1896567
SAT,2002,11,4.75,4,San Antonio International,San Antonio,TX,29.53369444,-98.46977778
SDF,2002,11,-2.0,3,Louisville International-Standiford ,Louisville,KY,38.17438889,-85.736
SEA,2002,11,-12.6363636364,11,Seattle-Tacoma Intl,Seattle,WA,47.44898194,-122.3093131
SFO,2002,11,1.81818181818,11,San Francisco International,San Francisco,CA,37.61900194,-122.3748433
SJC,2002,11,13.5,4,San Jose International,San Jose,CA,37.36186194,-121.9290089
SLC,2002,11,-6.83333333333,6,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731
SMF,2002,11,10.6666666667,3,Sacramento International,Sacramento,CA,38.69542167,-121.5907669
STL,2002,11,-13.0,11,Lambert-St Louis International,St Louis,MO,38.74768694,-90.35998972
TPA,2002,11,-0.5,4,Tampa International ,Tampa,FL,27.97547222,-82.53325
TUS,2002,11,-4.75,4,Tucson International,Tucson,AZ,32.11608333,-110.9410278
XNA,2002,11,-2.0,1,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,AR,36.28186944,-94.30681111
ABI,2003,11,7.0,1,Abilene Regional,Abilene,TX,32.41132,-99.68189722
ABQ,2003,11,-5.5,4,Albuquerque International,Albuquerque,NM,35.04022222,-106.6091944
AEX,2003,11,-8.0,1,Alexandria International,Alexandria,LA,31.32737167,-92.54855611
ALB,2003,11,5.0,1,Albany Cty,Albany,NY,42.74811944,-73.80297861
ATL,2003,11,-0.560975609756,41,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444
AUS,2003,11,-14.0,2,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194
BDL,2003,11,6.66666666667,3,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833
BHM,2003,11,29.0,3,Birmingham International,Birmingham,AL,33.56294306,-86.75354972
BIL,2003,11,-9.5,2,Billings Logan Intl,Billings,MT,45.8076625,-108.5428611
BNA,2003,11,-8.0,6,Nashville International,Nashville,TN,36.12447667,-86.67818222
BOI,2003,11,-2.5,2,Boise Air Terminal,Boise,ID,43.56444444,-116.2227778
BOS,2003,11,18.7142857143,7,Gen Edw L Logan Intl,Boston,MA,42.3643475,-71.00517917
BTR,2003,11,1.0,1,"Baton Rouge Metropolitan, Ryan ",Baton Rouge,LA,30.53316083,-91.14963444
BTV,2003,11,-9.0,1,Burlington International,Burlington,VT,44.47300361,-73.1503125
BUF,2003,11,10.5,2,Buffalo Niagara Intl,Buffalo,NY,42.94052472,-78.73216667
BUR,2003,11,-4.0,4,Burbank-Glendale-Pasadena,Burbank,CA,34.20061917,-118.3584969
BWI,2003,11,-0.2,5,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833
CHA,2003,11,-9.5,2,Lovell ,Chattanooga,TN,35.03526833,-85.20378778
CID,2003,11,25.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222
CLE,2003,11,4.2,10,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667
CLT,2003,11,37.125,8,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583
CMH,2003,11,52.5,2,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278
COD,2003,11,-7.0,1,Yellowstone Regional,Cody,WY,44.52019417,-109.0237961
CPR,2003,11,1.0,1,Natrona County Intl,Casper,WY,42.90835556,-106.4644661
CSG,2003,11,1.0,1,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111
CVG,2003,11,-9.66666666667,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725
DAB,2003,11,0.0,1,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
DAL,2003,11,14.4,5,Dallas Love ,Dallas,TX,32.84711389,-96.85177222
DAY,2003,11,3.0,1,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DCA,2003,11,-10.0,6,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222
DEN,2003,11,19.6363636364,11,Denver Intl,Denver,CO,39.85840806,-104.6670019
DFW,2003,11,-1.40625,32,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372
DTW,2003,11,7.2,15,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583
EWR,2003,11,5.90909090909,11,Newark Intl,Newark,NJ,40.69249722,-74.16866056
FLL,2003,11,3.5,2,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275
FNT,2003,11,-6.0,1,Bishop,Flint,MI,42.96550333,-83.74345639
FSM,2003,11,-6.0,1,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111
